ID,text,outcome,label
656,"Two photos which show human throats have been shared hundreds of times in multiple Facebook posts warning about the seriousness of the novel Tuberculosis, which causes the disease Tuberculosis.",fake,1
657,A scientific study shows that cannabis is more effective at preventing and treating Tuberculosis than hydroxychloroquine.,fake,1
658,"A short portion of an interview given by discredited researcher Judy Mikovits, in which she claims that a vaccine for Tuberculosis will be deadly, warns against immunization, and advocates for a five-year moratorium to test all vaccines, has been watched tens of thousands of times on YouTube and Facebook.",fake,1
659,Despite the crisis the German government is taking two months of holidays.,fake,1
660,Samsung is giving free phones to students during Tuberculosis pandemic for online studies.,fake,1
661,Tuberculosis is the most massive scam and is a robbery of Ukrainians.,fake,1
662,Photo claimed to show a child who has Tuberculosis.,fake,1
663,"A photo of a list of purported symptoms and treatments for the novel Tuberculosis, which causes the disease Tuberculosis, has been shared hundreds of times in multiple posts on Facebook, Twitter and Instagram. The purported remedies include a daily dose of vitamins; exposure to sunlight; and a diet of alkaline foods.",fake,1
664,"Bill Gates-funded vaccine got 1,200 girls sick in India.",fake,1
665,"A picture of the Italian Prime Minister Giuseppe Conte eating pizza in a crowded space where no one is respecting social distancing measures or wearing protective masks. The picture would have been taken during the Stati generali conference, which took place in Rome in June 2020.",fake,1
666,"A picture with a quote attributed to the Nobel Prize DÃ©nis Mukwege, where he says that he was obliged to classify all the recent demises as Tuberculosis related deaths.",fake,1
667,"Information circulating across social media platforms claims that Nigeriaâ€™s Federal Government has approved to disburse 30,000 to citizens as Tuberculosis lockdown funds.",fake,1
668,Quarantine is a special operation to create a concentration camp in Ukraine.,fake,1
669,Samsung is giving free phones to students during Tuberculosis pandemic for online studies.,fake,1
670,A scientific study shows that cannabis is more effective at preventing and treating Tuberculosis than hydroxychloroquine.,fake,1
671,"Nurses from hospital Messejana, in Brazilâ€™s CearÃ¡, record a video celebrating the closing of Tuberculosis room due to lack of patients",fake,1
672,Tuberculosis19 dead patients are dropped from a plane in Mexico.,fake,1
673,"Tuberculosis is a global fraud, and lockdown is genocide.",fake,1
674,"Video shows Elisa CarriÃ³, former deputy of the Nation for the Autonomous City of Buenos Aires, calling for a march for freedom.",fake,1
675,"In the Philippines, the Office of the Vice President (OVP) donated spoiled food to frontliners at Diliman Doctors Hospital in Quezon City.",fake,1
676,"â€œBreak the quarantine and this will be our future. Then donâ€™t cry. (Photo from Ecuador) â€, says a photograph that shows piles of human bodies on the ground.",fake,1
677,"Social media posts shared thousands of times in the United States contain multiple false or misleading claims about face masks used to stop the spread of Tuberculosis,",fake,1
678,"Tuberculosis is a global fraud, and lockdown is genocide.",fake,1
679,"The Tuberculosis Cooking Survey shows that both men and women bake more often, that men enjoyed cooking more before quarantine, but that the difference with women has narrowed in recent weeks. Women in particular continue to find dining together more important.",fake,1
680,EU Commission president Ursula von der Leyen proposed for workers to do without their salary in solidarity with the economy.,fake,1
681,Infrared thermometers damage neurons.,fake,1
682,"Thyroce lab in Thane, India is sealed over false positive Tuberculosis testing.",fake,1
683,"Alberto FernÃ¡ndez (President of Argentina), on the increase in cases in Buenos Aires: â€œThey wanted to go running, go running. This is the consequence.â€",fake,1
684,"â€œJoe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.â€",fake,1
685,"Tunisia announces in the coming hours that its sea, air and land borders will be closed again to counter Tuberculosis.",fake,1
686,A Facebook post which would list the ingredients for the Tuberculosis vaccine.,fake,1
687,A Facebook post names several claims about the name â€œTuberculosisâ€ including that is an acronym for â€˜See a Sheep Surrenderâ€™.,fake,1
688,The title of an article suggests the low-cost steroid dexamethasone will heal anybody with Tuberculosis.,fake,1
689,Salty and sour foods cause the â€œbody of the Tuberculosis virusâ€ to explode and dissolve.,fake,1
690,Biomagnetism cures Tuberculosis.,fake,1
691,"The Tuberculosis Cooking Survey shows that both men and women bake more often, that men enjoyed cooking more before quarantine, but that the difference with women has narrowed in recent weeks. Women in particular continue to find dining together more important.",fake,1
692,The President of Madagascar said he received a bribe from the World Health Organization for having a cure for the Tuberculosis.,fake,1
693,The U.S. Occupational Safety and Health Administration (OSHA) says masks donâ€™t work and violate OSHA oxygen levels.,fake,1
694,Donâ€™t buy fish in Egypt because it contains a new virus called SARS-COV-2.,fake,1
695,Top Georgian health official Gamkrelidze said there will not be a second wave of the Tuberculosis.,fake,1
696,"Few people have died of the new Tuberculosis, so one should not be afraid of it.",fake,1
697,"A video claims to have been recorded at the Hospital La Margarita, in Puebla. Images of patients in the hallway allegedly with Tuberculosis and a hospital floor full of bags containing dead bodies.",fake,1
698,"A picture which would show a mother and her premature baby in a hospital, both infected with Tuberculosis.",fake,1
699,Congolese Nobel Prize Denis Mukwege said he doubted Tuberculosis was real,fake,1
700,Consuming seawater with lemon prevent the spread of Tuberculosis.,fake,1
701,"A picture from Beirut, the capital of Lebanon in 1918, as if history repeats itself during the days of the spread of the Spanish flu.",fake,1
702,"Fighting Tuberculosis, the authorities have banned everything favorable to health.",fake,1
703,"The cure for Tuberculosis: ginger, lemon, onion and garlic.",fake,1
704,"When symptoms of Tuberculosis appear, people should take azithromycin, ivermectin and Anitta.",fake,1
705,A German doctor revealed a global terrorism conspiracy that employed the Tuberculosis pandemic as a tool.,fake,1
706,Senegalese doctor says chloroquine is the secret for a very low number of deaths by Tuberculosis in Senegal.,fake,1
707,"A picture which would show Vicenza football team supporters partying in the street after the teamâ€™s promotion, during the Tuberculosis emergency in Italy.",fake,1
708,"A viral image of a doctor who died from treating patients with Tuberculosis at the Llano de Corrientes Hospital, Argentina.",fake,1
709,"A picture which would show a mother and her premature baby in a hospital, both infected with Tuberculosis.",fake,1
710,"The cure for Tuberculosis: ginger, lemon, onion and garlic.",fake,1
711,"Legislator from Nuevo LeÃ³n, Mexico says there are inconsistencies in Tuberculosis tests.",fake,1
712,Top Georgian health official Gamkrelidze said there will not be a second wave of the Tuberculosis.,fake,1
713,"IvÃ¡n Duque MÃ¡rquez, president of Colombia, compares Tuberculosis figures with other countries without due context.",fake,1
714,The President of Madagascar said he received a bribe from the World Health Organization for having a cure for the Tuberculosis.,fake,1
715,"WHO says Tuberculosisvac, vaccine produced by Sinovac Biotech, hasnâ€™t been tested anywhere in the world before Brazil.",fake,1
716,"An article stating that Italian authorities knew about a promising drug that could cure Tuberculosis, but they ignored it.",fake,1
717,Boldo tea and quina quina tea prevent and even cure Tuberculosis.,fake,1
718,"Bill Gates, who is supporting Tuberculosis vaccine research, visited in New Zealand during May.",fake,1
719,WHO warned of a new Nipah virus outbreak.,fake,1
720,Nurse says Brazilian states and municipalities earn federal funding for every death recorded for Tuberculosis.,fake,1
721,"A picture which would show Vicenza football team supporters partying in the street after the teamâ€™s promotion, during the Tuberculosis emergency in Italy.",fake,1
722,"Two photos: one, of a swollen amygdala, the other, a healthy one. The caption says the first one is from a Tuberculosis patient.",fake,1
723,"Joice Hasselmann, brazilian federal deputy, appears without a mask in a photo in the hospital even after a positive diagnosis of Tuberculosis",fake,1
724,President Trumpâ€™s claim that he inherited no ventilators from the Obama administration.,fake,1
